algortihm-id;paritioning-technique;max-process;rank;max-number-matrix;total-time;calcul-time;com-time;idleness-time;calcul-rate;com-rate;idleness-rate;nb-message-exchange;size-data-com;size-data-com-in-mb;tcp;
1;1;8;0;1024;0.011483;0.009006;0.000128;0.002348;78.431800;1.117153;20.451047;0;0;0.000000;-1;
1;3;8;0;1024;0.026056;0.008183;0.000216;0.017658;31.403840;0.828770;67.767390;0;0;0.000000;-1;
2;1;8;0;1024;0.005152;0.002374;0.000084;0.002695;46.081733;1.620621;52.297646;0;0;0.000000;-1;
